,System,Score
rank 1,refA,0.6206948981513143
rank 2,refB,0.32433016222375777
rank 3,chrf_bestmbr,0.31927494544615886
rank 4,bleu_bestmbr,0.31598315782391395
rank 5,Online-A,0.3143148338043394
rank 6,Online-W,0.3141925243021944
rank 7,OpenNMT,0.3140978861576785
rank 8,Online-B,0.3137042970861009
rank 9,bleurt_bestmbr,0.31347967555590983
rank 10,JDExploreAcademy,0.31278858019421846
rank 11,Lan-Bridge,0.31266385808310815
rank 12,comet_bestmbr,0.3120493958402927
rank 13,Online-G,0.30550272331998907
rank 14,Online-Y,0.3011344298379847
rank 15,PROMT,0.30094533352927966
rank 16,QUARTZ_TuneReranking,0.28826575005694427
rank 17,M2M100_1.2B-B4,0.25427155149427166
