,System,Score
rank 1,refA,0.3068872557147245
rank 2,refB,0.27404711361526163
rank 3,bleurt_bestmbr,0.2677594959354102
rank 4,OpenNMT,0.26428275157640374
rank 5,comet_bestmbr,0.2641609831801463
rank 6,QUARTZ_TuneReranking,0.26245141639677777
rank 7,Online-A,0.2615220817954696
rank 8,Online-W,0.2608962534241187
rank 9,JDExploreAcademy,0.26034690906922925
rank 10,chrf_bestmbr,0.2592208671282331
rank 11,Online-G,0.2584667205905214
rank 12,Lan-Bridge,0.2583751925121772
rank 13,Online-B,0.2574778204990239
rank 14,bleu_bestmbr,0.2573707450648829
rank 15,Online-Y,0.2562809382315497
rank 16,PROMT,0.25498668604492936
rank 17,M2M100_1.2B-B4,0.23443997512846895
