,System,Score
rank 1,refB,-0.0011637017350993714
rank 2,comet_bestmbr,-0.02262073716791601
rank 3,bleurt_bestmbr,-0.025528082092875944
rank 4,chrf_bestmbr,-0.027504375688691525
rank 5,refA,-0.027663309509673797
rank 6,Online-G,-0.02861271780650419
rank 7,Online-Y,-0.029825818339517467
rank 8,bleu_bestmbr,-0.030044509038489358
rank 9,LanguageX,-0.030673408959113604
rank 10,HuaweiTSC,-0.030883252441469205
rank 11,QUARTZ_TuneReranking,-0.0316064888464955
rank 12,AISP-SJTU,-0.03171505845607429
rank 13,JDExploreAcademy,-0.03187746389834879
rank 14,Online-B,-0.03190859487856405
rank 15,DLUT,-0.03236177025200637
rank 16,Lan-Bridge,-0.032567291116357026
rank 17,Online-W,-0.033212184994270456
rank 18,Online-A,-0.034069027088457736
rank 19,NiuTrans,-0.03471542029864806
rank 20,M2M100_1.2B-B4,-0.03942266427675218
