,System,Score
rank 1,refB,0.5189896577175829
rank 2,refA,0.20824616418277048
rank 3,JDExploreAcademy,0.20060527535128594
rank 4,bleurt_bestmbr,0.20046496863004776
rank 5,chrf_bestmbr,0.19973276985735997
rank 6,LanguageX,0.19967680699787818
rank 7,AISP-SJTU,0.19944273219509698
rank 8,Online-G,0.19880320561651216
rank 9,bleu_bestmbr,0.1977336509906845
rank 10,Lan-Bridge,0.19592480916262903
rank 11,Online-B,0.19416465239647113
rank 12,HuaweiTSC,0.19400571478425582
rank 13,comet_bestmbr,0.19217599805371255
rank 14,Online-Y,0.19111891440207082
rank 15,Online-A,0.18773898995026744
rank 16,NiuTrans,0.18660735323975866
rank 17,DLUT,0.18513001177137103
rank 18,Online-W,0.18068190265494316
rank 19,QUARTZ_TuneReranking,0.17319683857223828
rank 20,M2M100_1.2B-B4,0.17150134851950252
