,System,Score
rank 1,refB,4.159475861869738
rank 2,chrf_bestmbr,2.0698883869002045
rank 3,Online-B,2.0659499965784267
rank 4,bleu_bestmbr,2.0642262140265517
rank 5,Lan-Bridge,2.0633137346842227
rank 6,Online-Y,2.0361003134600955
rank 7,Online-G,2.0340240363035083
rank 8,Online-A,2.0182314855874366
rank 9,JDExploreAcademy,1.9891851472540572
rank 10,Online-W,1.9775227504087005
rank 11,comet_bestmbr,1.948878692200593
rank 12,PROMT,1.9336460540380225
rank 13,bleurt_bestmbr,1.8878471683331064
rank 14,OpenNMT,1.880082728106978
rank 15,refA,1.8715928184758537
rank 16,QUARTZ_TuneReranking,1.8654929833010447
rank 17,M2M100_1.2B-B4,1.762197571791852
