,System,Score
rank 1,refB,0.20190408257616377
rank 2,comet_bestmbr,0.03353013758350254
rank 3,bleurt_bestmbr,0.026773656788123323
rank 4,refA,0.013813124043151492
rank 5,chrf_bestmbr,0.005745840517432543
rank 6,Online-W,0.005420129005368868
rank 7,QUARTZ_TuneReranking,0.004171661069354626
rank 8,Online-B,-0.0001051856991127198
rank 9,Online-Y,-0.0008155368973012389
rank 10,Lan-Bridge,-0.002311078659912258
rank 11,bleu_bestmbr,-0.003648864583087885
rank 12,JDExploreAcademy,-0.00596368033736383
rank 13,Online-A,-0.008284470087320028
rank 14,Online-G,-0.00907385609730793
rank 15,OpenNMT,-0.015357926957839274
rank 16,PROMT,-0.020450247544076483
rank 17,M2M100_1.2B-B4,-0.030965349059920932
