,System,Score
rank 1,refB,1.0
rank 2,bleurt_bestmbr,0.5681779732701743
rank 3,refA,0.5613263407206902
rank 4,M2M100_1.2B-B4,0.5548976484520386
rank 5,QUARTZ_TuneReranking,0.5525291828793775
rank 6,comet_bestmbr,0.5505836575875487
rank 7,Online-W,0.54001015056674
rank 8,chrf_bestmbr,0.5321354769733452
rank 9,Online-G,0.5205548976484521
rank 10,OpenNMT,0.5175097276264592
rank 11,PROMT,0.5155642023346303
rank 12,bleu_bestmbr,0.5138115133423132
rank 13,Lan-Bridge,0.5136186770428015
rank 14,JDExploreAcademy,0.5135699164645414
rank 15,Online-A,0.5115039756386398
rank 16,Online-Y,0.5109118592454746
rank 17,Online-B,0.508508970417855
