,System,Score
rank 1,refB,2.1437603943247026
rank 2,refA,1.9064781898445902
rank 3,bleurt_bestmbr,1.8642250129190183
rank 4,comet_bestmbr,1.8503228750794243
rank 5,Online-W,1.833601333745389
rank 6,OpenNMT,1.8305924023012121
rank 7,chrf_bestmbr,1.8142408377411496
rank 8,QUARTZ_TuneReranking,1.8120281452648066
rank 9,JDExploreAcademy,1.8086442241665694
rank 10,Online-B,1.8051771094890303
rank 11,Online-A,1.7998562309198864
rank 12,Lan-Bridge,1.7994979622577867
rank 13,bleu_bestmbr,1.7942960393027723
rank 14,Online-Y,1.7916733374444371
rank 15,Online-G,1.7749944570615106
rank 16,PROMT,1.7441448479400024
rank 17,M2M100_1.2B-B4,1.6224358945842843
