,System,Score
rank 1,refB,2.1820996685032554
rank 2,refA,1.1249631747891848
rank 3,chrf_bestmbr,1.0821561734950622
rank 4,Online-B,1.0769817335327676
rank 5,bleu_bestmbr,1.0727394530270666
rank 6,Lan-Bridge,1.0709715874409402
rank 7,Online-W,1.0637120787446799
rank 8,JDExploreAcademy,1.0599604732058645
rank 9,bleurt_bestmbr,1.0567488534710274
rank 10,Online-A,1.0448781349392846
rank 11,OpenNMT,1.0423331574267556
rank 12,comet_bestmbr,1.0413455815450252
rank 13,Online-Y,1.0212202571734712
rank 14,Online-G,1.0199743279868259
rank 15,PROMT,0.963031077894104
rank 16,QUARTZ_TuneReranking,0.9467960931087991
rank 17,M2M100_1.2B-B4,0.8005430414380107
