,System,Score
rank 1,refB,0.7822324009142662
rank 2,chrf_bestmbr,0.6433619657736924
rank 3,Lan-Bridge,0.6390731064522306
rank 4,Online-Y,0.638979357436398
rank 5,Online-B,0.6383951026039171
rank 6,Online-W,0.6381972233306147
rank 7,bleu_bestmbr,0.6381483058138354
rank 8,Online-A,0.6370596106307491
rank 9,Online-G,0.6369571576382196
rank 10,JDExploreAcademy,0.6364194518552868
rank 11,bleurt_bestmbr,0.6338622657009988
rank 12,comet_bestmbr,0.6336648213129844
rank 13,PROMT,0.630992177166724
rank 14,refA,0.6283143898759592
rank 15,QUARTZ_TuneReranking,0.627672118208956
rank 16,OpenNMT,0.6250766781404171
rank 17,M2M100_1.2B-B4,0.6170707664311293
