,System,Score
rank 1,refA,0.7719096240046075
rank 2,JDExploreAcademy,0.6381467439722772
rank 3,chrf_bestmbr,0.6380846242141004
rank 4,Online-W,0.6375150690366619
rank 5,Online-B,0.6353575417107055
rank 6,bleu_bestmbr,0.6349386159574969
rank 7,bleurt_bestmbr,0.6328854959856942
rank 8,Online-A,0.6323317685208504
rank 9,Online-Y,0.6313905635669848
rank 10,Online-G,0.6312349116444189
rank 11,PROMT,0.6309002285028822
rank 12,OpenNMT,0.6298011967462424
rank 13,QUARTZ_TuneReranking,0.628739727081887
rank 14,comet_bestmbr,0.6280423921963806
rank 15,Lan-Bridge,0.6236369736357908
rank 16,refB,0.6225288416095279
rank 17,M2M100_1.2B-B4,0.6186934101075798
