,System,Score
rank 1,refA,1.8306518220508554
rank 2,bleurt_bestmbr,1.758127298594264
rank 3,Online-W,1.757684031923874
rank 4,comet_bestmbr,1.7554490668455447
rank 5,QUARTZ_TuneReranking,1.7467527101876337
rank 6,chrf_bestmbr,1.7399788225684374
rank 7,JDExploreAcademy,1.7344434858285311
rank 8,bleu_bestmbr,1.7280109349163864
rank 9,Online-B,1.726830882072055
rank 10,Online-G,1.7222547244038302
rank 11,Online-Y,1.7206977068739402
rank 12,Online-A,1.719370298374003
rank 13,PROMT,1.7091699375766312
rank 14,OpenNMT,1.70481646807588
rank 15,refB,1.700306327001644
rank 16,M2M100_1.2B-B4,1.6723995958802873
rank 17,Lan-Bridge,1.638592604874107
