,System,Score
rank 1,refA,0.04648774766678743
rank 2,bleurt_bestmbr,-0.053098684571094845
rank 3,comet_bestmbr,-0.055806052122969796
rank 4,QUARTZ_TuneReranking,-0.0615919202015337
rank 5,Online-W,-0.06167261145067293
rank 6,chrf_bestmbr,-0.08268662195712867
rank 7,Online-G,-0.08629284631282502
rank 8,JDExploreAcademy,-0.08661927890776067
rank 9,bleu_bestmbr,-0.08738531362386853
rank 10,Online-B,-0.08907620383638776
rank 11,Online-Y,-0.089446652754753
rank 12,Online-A,-0.09112040211987482
rank 13,refB,-0.09211468046899102
rank 14,PROMT,-0.09959223369007564
rank 15,OpenNMT,-0.10047265274040601
rank 16,M2M100_1.2B-B4,-0.11314748906591338
rank 17,Lan-Bridge,-0.15180474721752207
