,System,Score
rank 1,refB,2.035445127407205
rank 2,Online-W,0.8782335944902011
rank 3,Online-Y,0.8736090013611425
rank 4,chrf_bestmbr,0.8723965094255131
rank 5,bleu_bestmbr,0.8697346997494849
rank 6,Online-B,0.869626320460001
rank 7,JDExploreAcademy,0.8526090066689118
rank 8,Online-A,0.851103024435229
rank 9,Lan-Bridge,0.8448505699792568
rank 10,Online-G,0.8339609947037282
rank 11,comet_bestmbr,0.827760564522264
rank 12,PROMT,0.823266165196667
rank 13,bleurt_bestmbr,0.7995445572423537
rank 14,refA,0.7971861143108996
rank 15,OpenNMT,0.790251658318138
rank 16,QUARTZ_TuneReranking,0.7861952370350884
rank 17,M2M100_1.2B-B4,0.7265653132564216
