,System,Score
rank 1,refB,1.9531199321528478
rank 2,Online-W,1.6711503709298903
rank 3,comet_bestmbr,1.6683006127642586
rank 4,bleurt_bestmbr,1.6502301060513505
rank 5,refA,1.6445985617941692
rank 6,chrf_bestmbr,1.636527560096631
rank 7,Online-Y,1.6317140788045454
rank 8,Online-B,1.623965869409017
rank 9,bleu_bestmbr,1.6202524925243034
rank 10,Online-A,1.6147570491442045
rank 11,JDExploreAcademy,1.6108875859199232
rank 12,QUARTZ_TuneReranking,1.6053409328091313
rank 13,Online-G,1.6039209595780064
rank 14,Lan-Bridge,1.6004798212502496
rank 15,PROMT,1.5947548512413703
rank 16,OpenNMT,1.5788339293225735
rank 17,M2M100_1.2B-B4,1.5365629493094524
