,System,Score
rank 1,refA,2.5217727766375972
rank 2,refB,1.4558069950571508
rank 3,HuaweiTSC,1.2106817708120357
rank 4,Online-W,1.1230715026870168
rank 5,Online-G,1.1056965121615105
rank 6,LanguageX,1.086764650787
rank 7,chrf_bestmbr,1.0745766068012579
rank 8,AISP-SJTU,1.0656975726042641
rank 9,comet_bestmbr,1.0645567955860713
rank 10,Lan-Bridge,1.0537285404782657
rank 11,JDExploreAcademy,1.0513784074970074
rank 12,bleurt_bestmbr,1.0338481428439092
rank 13,Online-Y,1.0025754047114752
rank 14,Online-B,1.0006850484691632
rank 15,Online-A,0.9984834493052501
rank 16,NiuTrans,0.9914907495890277
rank 17,bleu_bestmbr,0.9868851854457793
rank 18,DLUT,0.9490909081521155
rank 19,M2M100_1.2B-B4,0.8488214133302505
rank 20,QUARTZ_TuneReranking,0.7993081205063204
