,System,Score
rank 1,refA,0.7883777142697797
rank 2,QUARTZ_TuneReranking,0.6902542914203557
rank 3,refB,0.6528999951465817
rank 4,HuaweiTSC,0.6065767365312883
rank 5,AISP-SJTU,0.596842242879195
rank 6,Online-W,0.595739728606037
rank 7,comet_bestmbr,0.5943516922639168
rank 8,chrf_bestmbr,0.5940418321131474
rank 9,Online-G,0.5938545751439905
rank 10,LanguageX,0.5912822989629414
rank 11,bleurt_bestmbr,0.5846405068810071
rank 12,Lan-Bridge,0.5846071620135889
rank 13,Online-A,0.5845149226984255
rank 14,JDExploreAcademy,0.5838748108675539
rank 15,Online-Y,0.5807883240331468
rank 16,Online-B,0.578117679606548
rank 17,NiuTrans,0.5780306665650072
rank 18,DLUT,0.5743691238868777
rank 19,bleu_bestmbr,0.5742650422001678
rank 20,M2M100_1.2B-B4,0.5499887182511753
