,System,Score
rank 1,refB,0.7850557633848546
rank 2,Online-W,0.6200909216573255
rank 3,chrf_bestmbr,0.6150515326559008
rank 4,comet_bestmbr,0.6140777772696698
rank 5,Online-Y,0.6130619085677023
rank 6,bleurt_bestmbr,0.6126670406289352
rank 7,Online-B,0.6117226787110807
rank 8,refA,0.610986385230112
rank 9,bleu_bestmbr,0.6095511595989382
rank 10,Online-A,0.6091144928003046
rank 11,JDExploreAcademy,0.6084811411273264
rank 12,Online-G,0.6060742644938982
rank 13,Lan-Bridge,0.6050582832221982
rank 14,PROMT,0.6046894801392203
rank 15,QUARTZ_TuneReranking,0.6019531454705284
rank 16,OpenNMT,0.5988788953874657
rank 17,M2M100_1.2B-B4,0.5860387680033121
