,System,Score
rank 1,refA,0.7980637307926248
rank 2,comet_bestmbr,0.6651333688406074
rank 3,chrf_bestmbr,0.6638238350729302
rank 4,bleurt_bestmbr,0.6636113313117948
rank 5,Online-W,0.6586411842472587
rank 6,Online-B,0.6585358548730728
rank 7,Online-Y,0.6574991202895245
rank 8,Lan-Bridge,0.656696618280037
rank 9,bleu_bestmbr,0.6562508560911424
rank 10,JDExploreAcademy,0.6539205199449764
rank 11,refB,0.6536029442529625
rank 12,Online-A,0.6517982680247508
rank 13,QUARTZ_TuneReranking,0.6514191252606587
rank 14,Online-G,0.65116887744882
rank 15,PROMT,0.6465061614984078
rank 16,OpenNMT,0.6403859895915934
rank 17,M2M100_1.2B-B4,0.6293954631733246
