,System,Score
rank 1,refA,2.0161967566421586
rank 2,comet_bestmbr,1.8617813949950646
rank 3,bleurt_bestmbr,1.849467822469072
rank 4,chrf_bestmbr,1.8345076852614797
rank 5,Online-W,1.8278316389733686
rank 6,Online-B,1.8197891638791646
rank 7,refB,1.8190433087201714
rank 8,Online-Y,1.8186179144473047
rank 9,Lan-Bridge,1.8133440236868936
rank 10,bleu_bestmbr,1.813109445031774
rank 11,QUARTZ_TuneReranking,1.8096625940492306
rank 12,JDExploreAcademy,1.8084758881036334
rank 13,Online-G,1.798384908832659
rank 14,Online-A,1.7956000563748964
rank 15,PROMT,1.783787794807206
rank 16,OpenNMT,1.766598681584612
rank 17,M2M100_1.2B-B4,1.7370261679330519
