,System,Score
rank 1,refB,1.8255486932316622
rank 2,bleurt_bestmbr,1.7233103465133695
rank 3,comet_bestmbr,1.7199877109255688
rank 4,Online-W,1.7068380178052838
rank 5,chrf_bestmbr,1.7061292444334484
rank 6,QUARTZ_TuneReranking,1.697959427171932
rank 7,Online-Y,1.692841291108382
rank 8,Online-A,1.688219169672034
rank 9,JDExploreAcademy,1.6869446448708258
rank 10,refA,1.6867375262721545
rank 11,Online-B,1.6853888926654381
rank 12,Online-G,1.6853110866559935
rank 13,bleu_bestmbr,1.6845006043804047
rank 14,OpenNMT,1.6722296751323191
rank 15,PROMT,1.6642082900785313
rank 16,M2M100_1.2B-B4,1.6423787905556744
rank 17,Lan-Bridge,1.606147091541573
