,System,Score
rank 1,refB,0.042201085335956234
rank 2,bleurt_bestmbr,-0.07054961075287935
rank 3,comet_bestmbr,-0.07888000235755244
rank 4,QUARTZ_TuneReranking,-0.08838650417403149
rank 5,Online-W,-0.08953052591416305
rank 6,refA,-0.1012667484004644
rank 7,chrf_bestmbr,-0.10150164508148196
rank 8,Online-Y,-0.10436111495822475
rank 9,Online-G,-0.1066986421005311
rank 10,Online-A,-0.1098900936498799
rank 11,JDExploreAcademy,-0.11316932846628214
rank 12,bleu_bestmbr,-0.11412388207783769
rank 13,Online-B,-0.1149078261285697
rank 14,OpenNMT,-0.11734963749148791
rank 15,PROMT,-0.12525690257249777
rank 16,M2M100_1.2B-B4,-0.12847912518245685
rank 17,Lan-Bridge,-0.16623854613610017
