,System,Score
rank 1,refB,2.2793772641851495
rank 2,chrf_bestmbr,1.3040422471370468
rank 3,JDExploreAcademy,1.290788160565006
rank 4,bleu_bestmbr,1.2883750802087197
rank 5,Online-B,1.2836314447520467
rank 6,Online-Y,1.2728246154777685
rank 7,Online-A,1.2723823741518259
rank 8,Online-G,1.2566801480663288
rank 9,Online-W,1.2547234792439892
rank 10,OpenNMT,1.2457883578803024
rank 11,PROMT,1.2437844656275823
rank 12,comet_bestmbr,1.2434885946185554
rank 13,bleurt_bestmbr,1.2270012962843744
rank 14,QUARTZ_TuneReranking,1.2211239879208522
rank 15,Lan-Bridge,1.201586380337794
rank 16,refA,1.1993794865887668
rank 17,M2M100_1.2B-B4,1.1675919084595385
