,System,Score
rank 1,refA,0.22706393317019954
rank 2,refB,0.15738094667237362
rank 3,comet_bestmbr,0.15690681634169695
rank 4,bleurt_bestmbr,0.15399278020710902
rank 5,chrf_bestmbr,0.15179641556662368
rank 6,Online-G,0.1501609515196349
rank 7,bleu_bestmbr,0.14721542101361224
rank 8,QUARTZ_TuneReranking,0.1469444477652994
rank 9,Online-B,0.14648275918679737
rank 10,Lan-Bridge,0.14631329033304916
rank 11,Online-Y,0.1453021502104012
rank 12,LanguageX,0.14414467450487636
rank 13,JDExploreAcademy,0.14328020389632784
rank 14,HuaweiTSC,0.1428258657915248
rank 15,AISP-SJTU,0.1425910916497189
rank 16,DLUT,0.13961745631524053
rank 17,Online-A,0.13870492460186104
rank 18,NiuTrans,0.13534002166916767
rank 19,Online-W,0.1333192514296133
rank 20,M2M100_1.2B-B4,0.12827863939626485
