,System,Score
rank 1,refA,1.0
rank 2,OpenNMT,0.565790400538043
rank 3,refB,0.5624667935575719
rank 4,QUARTZ_TuneReranking,0.5614560616514276
rank 5,comet_bestmbr,0.5592060569343612
rank 6,bleurt_bestmbr,0.5572955693135052
rank 7,PROMT,0.5543877421805748
rank 8,Online-A,0.5512219830315309
rank 9,Online-G,0.5483094846144105
rank 10,Lan-Bridge,0.5413448144865138
rank 11,M2M100_1.2B-B4,0.5403115374297552
rank 12,chrf_bestmbr,0.5361529694820818
rank 13,Online-Y,0.5334937317968849
rank 14,JDExploreAcademy,0.5309611244776498
rank 15,Online-B,0.5295681904520704
rank 16,Online-W,0.527668734962644
rank 17,bleu_bestmbr,0.5213372166645561
