,System,Score
rank 1,refB,0.03579234915741303
rank 2,refA,-0.15362014405926955
rank 3,comet_bestmbr,-0.16240687198044396
rank 4,bleurt_bestmbr,-0.17715418330248284
rank 5,chrf_bestmbr,-0.19033998983827366
rank 6,QUARTZ_TuneReranking,-0.19576038336378515
rank 7,Online-G,-0.19578936921399864
rank 8,bleu_bestmbr,-0.21926262131986496
rank 9,Online-B,-0.21929654621798833
rank 10,Online-Y,-0.22280913683906778
rank 11,Lan-Bridge,-0.22734637252369616
rank 12,JDExploreAcademy,-0.22933347502773183
rank 13,LanguageX,-0.23170290122520143
rank 14,HuaweiTSC,-0.23561782394647474
rank 15,AISP-SJTU,-0.23992351384249566
rank 16,DLUT,-0.26016139319740667
rank 17,Online-A,-0.2651988380589168
rank 18,NiuTrans,-0.2830756784553849
rank 19,Online-W,-0.292339575804399
rank 20,M2M100_1.2B-B4,-0.31528925064891106
