,System,Score
rank 1,refA,0.7596548232415588
rank 2,refB,0.6643193073788999
rank 3,bleurt_bestmbr,0.637654740080242
rank 4,chrf_bestmbr,0.636861082259423
rank 5,comet_bestmbr,0.633961112515726
rank 6,Online-G,0.6319250627578503
rank 7,QUARTZ_TuneReranking,0.6288158087919024
rank 8,bleu_bestmbr,0.6257993488965283
rank 9,Online-B,0.6254895550780483
rank 10,Lan-Bridge,0.6217734199490716
rank 11,LanguageX,0.6216173290427722
rank 12,Online-Y,0.6212969673603239
rank 13,JDExploreAcademy,0.6194737110056443
rank 14,HuaweiTSC,0.6174440043739357
rank 15,AISP-SJTU,0.6164247146764651
rank 16,Online-A,0.6089259932271416
rank 17,DLUT,0.6078657505583168
rank 18,NiuTrans,0.6017329850369079
rank 19,Online-W,0.5997352937788542
rank 20,M2M100_1.2B-B4,0.5840812530063033
