,System,Score
rank 1,refA,1.5894475320054393
rank 2,refB,1.1016666265578494
rank 3,comet_bestmbr,1.0983477137968154
rank 4,bleurt_bestmbr,1.0779494611150402
rank 5,chrf_bestmbr,1.0625749088547916
rank 6,Online-G,1.0511266610465504
rank 7,bleu_bestmbr,1.0305079475043917
rank 8,QUARTZ_TuneReranking,1.0286111346546276
rank 9,Online-B,1.0253793143075816
rank 10,Lan-Bridge,1.0241930323685358
rank 11,Online-Y,1.0171150519562973
rank 12,LanguageX,1.0090127211622197
rank 13,JDExploreAcademy,1.002961427534635
rank 14,HuaweiTSC,0.9997810605778649
rank 15,AISP-SJTU,0.9981376410645435
rank 16,DLUT,0.9773221945042155
rank 17,Online-A,0.9709344720270702
rank 18,NiuTrans,0.9473801518701309
rank 19,Online-W,0.9332347593750383
rank 20,M2M100_1.2B-B4,0.89795047618296
