,System,Score
rank 1,refA,0.9498057167967053
rank 2,chrf_bestmbr,0.5545431479853398
rank 3,Online-G,0.551336296838314
rank 4,bleu_bestmbr,0.5507536340171931
rank 5,Online-B,0.5507077563287021
rank 6,Online-Y,0.5486242361337316
rank 7,Lan-Bridge,0.5482062206172865
rank 8,Online-W,0.5466774677756406
rank 9,JDExploreAcademy,0.544059934375413
rank 10,Online-A,0.5429652418305929
rank 11,comet_bestmbr,0.5366454820591577
rank 12,eTranslation,0.5301401677791474
rank 13,HuaweiTSC,0.5298764599390424
rank 14,SRPOL,0.5217162195489814
rank 15,PROMT,0.5193124602701819
rank 16,M2M100_1.2B-B4,0.5128290607740114
rank 17,QUARTZ_TuneReranking,0.497558018278414
