,System,Score
rank 1,refA,1.8977195071732713
rank 2,refB,1.3159999763254255
rank 3,OpenNMT,1.2685865266768561
rank 4,bleurt_bestmbr,1.2648517072147154
rank 5,comet_bestmbr,1.2405234412613746
rank 6,QUARTZ_TuneReranking,1.2280574367521777
rank 7,Online-A,1.2215173596923212
rank 8,Online-W,1.2185366056222857
rank 9,JDExploreAcademy,1.2101261724214005
rank 10,chrf_bestmbr,1.2014294198143927
rank 11,Lan-Bridge,1.194561488571094
rank 12,Online-G,1.1891338530087987
rank 13,Online-B,1.186920237982277
rank 14,bleu_bestmbr,1.1853182477978796
rank 15,PROMT,1.1844632795199783
rank 16,Online-Y,1.1800307108511747
rank 17,M2M100_1.2B-B4,1.0469065732673342
