,System,Score
rank 1,refA,2.148210791847614
rank 2,refB,1.9183297980121599
rank 3,bleurt_bestmbr,1.8743164730235051
rank 4,OpenNMT,1.8499792627563987
rank 5,comet_bestmbr,1.8491268829988408
rank 6,QUARTZ_TuneReranking,1.8371599137936885
rank 7,Online-A,1.8306545707237452
rank 8,Online-W,1.8262737761822816
rank 9,JDExploreAcademy,1.8224283659439942
rank 10,chrf_bestmbr,1.8145460670693336
rank 11,Online-G,1.8092670435188025
rank 12,Lan-Bridge,1.8086263473393014
rank 13,Online-B,1.8023447415256557
rank 14,bleu_bestmbr,1.8015952163149667
rank 15,Online-Y,1.7939665716788404
rank 16,PROMT,1.7849068029293527
rank 17,M2M100_1.2B-B4,1.6410798243006797
