,System,Score
rank 1,refA,0.8306402414466098
rank 2,refB,0.6854483336385112
rank 3,bleurt_bestmbr,0.6739710697510891
rank 4,OpenNMT,0.6686173904021965
rank 5,comet_bestmbr,0.6655604510353882
rank 6,Online-A,0.664478083242759
rank 7,QUARTZ_TuneReranking,0.662623453000102
rank 8,Online-W,0.6617311369262415
rank 9,chrf_bestmbr,0.6615054643691629
rank 10,JDExploreAcademy,0.6605976144218214
rank 11,Lan-Bridge,0.657256342371758
rank 12,Online-B,0.6570503864047098
rank 13,bleu_bestmbr,0.65607942327542
rank 14,Online-G,0.6555446509233583
rank 15,Online-Y,0.6540155064393608
rank 16,PROMT,0.6502877660482659
rank 17,M2M100_1.2B-B4,0.6036790009176056
