,System,Score
rank 1,refA,4.282805918084778
rank 2,chrf_bestmbr,2.1566204438284413
rank 3,refB,2.1543665497179116
rank 4,bleu_bestmbr,2.139566051463257
rank 5,Online-B,2.1149095593158855
rank 6,Lan-Bridge,2.106359677731347
rank 7,Online-W,2.1053408757085874
rank 8,Online-A,2.104336269747056
rank 9,JDExploreAcademy,2.0986643820923527
rank 10,comet_bestmbr,2.0770620125288444
rank 11,bleurt_bestmbr,2.0731138188319562
rank 12,OpenNMT,2.06299220323794
rank 13,Online-G,2.048906653452547
rank 14,Online-Y,1.9983566398898154
rank 15,PROMT,1.9931444953674762
rank 16,QUARTZ_TuneReranking,1.8620761384844373
rank 17,M2M100_1.2B-B4,1.6234893257084586
