,System,Score
rank 1,refA,2.1855232388079084
rank 2,refB,1.1335180816980488
rank 3,chrf_bestmbr,1.1044932307645046
rank 4,bleu_bestmbr,1.095338964204424
rank 5,Online-W,1.0865248219811086
rank 6,bleurt_bestmbr,1.085998578519495
rank 7,Online-A,1.083427761600114
rank 8,comet_bestmbr,1.0827348902495522
rank 9,Online-B,1.0825350261689204
rank 10,JDExploreAcademy,1.080927106959055
rank 11,Lan-Bridge,1.0801532099322646
rank 12,OpenNMT,1.0758213222883568
rank 13,Online-G,1.0535533507519999
rank 14,Online-Y,1.0273932166166264
rank 15,PROMT,1.0230266891280146
rank 16,QUARTZ_TuneReranking,0.9734241974444876
rank 17,M2M100_1.2B-B4,0.8248384134521745
