,System,Score
rank 1,refB,0.9036901135899649
rank 2,refA,0.5956132972211176
rank 3,chrf_bestmbr,0.4583039522742407
rank 4,bleurt_bestmbr,0.45320282653217286
rank 5,Online-G,0.45131775403964625
rank 6,bleu_bestmbr,0.4498457307639577
rank 7,Online-B,0.4463862397343024
rank 8,JDExploreAcademy,0.44627250515101863
rank 9,LanguageX,0.4460886906430779
rank 10,Lan-Bridge,0.44416104063879625
rank 11,AISP-SJTU,0.4387945218962813
rank 12,Online-Y,0.4376228044053341
rank 13,comet_bestmbr,0.43724771746074137
rank 14,HuaweiTSC,0.4369093370996466
rank 15,Online-A,0.4262355486465451
rank 16,DLUT,0.4195918618945899
rank 17,NiuTrans,0.4181829636305227
rank 18,Online-W,0.41527683490939304
rank 19,QUARTZ_TuneReranking,0.4029882449273584
rank 20,M2M100_1.2B-B4,0.38817729202215945
