,System,Score
rank 1,refB,0.5446934872510159
rank 2,Online-W,0.23222948691405731
rank 3,Online-Y,0.23193702896476487
rank 4,chrf_bestmbr,0.2307294501106485
rank 5,Online-B,0.23067391909055487
rank 6,bleu_bestmbr,0.23062206316775571
rank 7,Online-A,0.22648154231830592
rank 8,JDExploreAcademy,0.226435259325746
rank 9,Lan-Bridge,0.22560393972496198
rank 10,Online-G,0.22367600542704208
rank 11,comet_bestmbr,0.2220276169180712
rank 12,PROMT,0.2213990607304938
rank 13,refA,0.21790604473625036
rank 14,bleurt_bestmbr,0.21752025438815217
rank 15,OpenNMT,0.2139687972914786
rank 16,QUARTZ_TuneReranking,0.21366334625748154
rank 17,M2M100_1.2B-B4,0.2022221779358648
