,System,Score
rank 1,refB,0.021337369908132016
rank 2,comet_bestmbr,-0.013729175062644103
rank 3,Online-W,-0.014751706633998274
rank 4,bleurt_bestmbr,-0.01498105967573271
rank 5,refA,-0.015693817186944077
rank 6,chrf_bestmbr,-0.01934138924870432
rank 7,Online-Y,-0.019507371133020836
rank 8,QUARTZ_TuneReranking,-0.019877396848786723
rank 9,Online-B,-0.020225689049925864
rank 10,Online-A,-0.020793689035326374
rank 11,bleu_bestmbr,-0.020964487518822055
rank 12,JDExploreAcademy,-0.021296537207127073
rank 13,Online-G,-0.021833423269947954
rank 14,Lan-Bridge,-0.022490874201125784
rank 15,PROMT,-0.02295178828005003
rank 16,OpenNMT,-0.023602105563336234
rank 17,M2M100_1.2B-B4,-0.02707715750715548
