,System,Score
rank 1,refB,0.2597027556060885
rank 2,refA,0.24600816227827385
rank 3,comet_bestmbr,0.24583851458627018
rank 4,bleurt_bestmbr,0.24490977542682146
rank 5,chrf_bestmbr,0.24270550809582028
rank 6,Online-G,0.24072780243821973
rank 7,bleu_bestmbr,0.23665222652787085
rank 8,Online-B,0.2365481552379968
rank 9,Lan-Bridge,0.2354241125977816
rank 10,Online-Y,0.23513068588423894
rank 11,JDExploreAcademy,0.23493280244500012
rank 12,LanguageX,0.2343800240472925
rank 13,QUARTZ_TuneReranking,0.23291851083656018
rank 14,HuaweiTSC,0.2328718853248604
rank 15,AISP-SJTU,0.2326605261269883
rank 16,DLUT,0.2276494790501631
rank 17,Online-A,0.22689808715379753
rank 18,NiuTrans,0.22274079057656984
rank 19,Online-W,0.22138076215835265
rank 20,M2M100_1.2B-B4,0.21503016567276045
