,System,Score
rank 1,refB,0.5261599905131332
rank 2,refA,0.28722150398857227
rank 3,chrf_bestmbr,0.1937603126004919
rank 4,bleurt_bestmbr,0.1932733333846486
rank 5,bleu_bestmbr,0.19138982994701698
rank 6,Online-G,0.19076644890157612
rank 7,Lan-Bridge,0.18911249782355646
rank 8,JDExploreAcademy,0.18855353737426106
rank 9,comet_bestmbr,0.1880208900745743
rank 10,Online-B,0.18785510918616324
rank 11,LanguageX,0.18757577704094572
rank 12,AISP-SJTU,0.18362412523997226
rank 13,Online-Y,0.1828495313055853
rank 14,HuaweiTSC,0.18132741748906267
rank 15,Online-A,0.17292815579867296
rank 16,DLUT,0.1709838508626116
rank 17,NiuTrans,0.16828450295955857
rank 18,Online-W,0.16519146032131157
rank 19,M2M100_1.2B-B4,0.1505426534903695
rank 20,QUARTZ_TuneReranking,0.14497011298279888
