,System,Score
rank 1,refB,0.680220681851873
rank 2,chrf_bestmbr,0.3109617986826564
rank 3,JDExploreAcademy,0.30881026399462214
rank 4,bleu_bestmbr,0.30781792518880124
rank 5,Online-B,0.30615516524694764
rank 6,Online-A,0.30197792259797346
rank 7,Online-Y,0.3016697195428336
rank 8,Online-G,0.29722410064503607
rank 9,OpenNMT,0.2954460940204623
rank 10,PROMT,0.2954355434352907
rank 11,Online-W,0.294405891837275
rank 12,comet_bestmbr,0.28824620987457056
rank 13,Lan-Bridge,0.28751339436340256
rank 14,QUARTZ_TuneReranking,0.2835564850601568
rank 15,bleurt_bestmbr,0.28297830394891765
rank 16,refA,0.27771721622516915
rank 17,M2M100_1.2B-B4,0.2719315804907082
