,System,Score
rank 1,refA,0.30688725594309646
rank 2,refB,0.2740471139490359
rank 3,bleurt_bestmbr,0.26775949600567844
rank 4,OpenNMT,0.26428275176964144
rank 5,comet_bestmbr,0.2641609832328475
rank 6,QUARTZ_TuneReranking,0.262451416449479
rank 7,Online-A,0.26152208179546954
rank 8,Online-W,0.26089625372275893
rank 9,JDExploreAcademy,0.260346909525973
rank 10,chrf_bestmbr,0.2592208667417576
rank 11,Online-G,0.2584667203621495
rank 12,Lan-Bridge,0.25837519270541487
rank 13,Online-B,0.25747782092063354
rank 14,bleu_bestmbr,0.25737074494191337
rank 15,Online-Y,0.25628093819641556
rank 16,PROMT,0.2549866858516916
rank 17,M2M100_1.2B-B4,0.23443997581358464
