,System,Score
rank 1,refA,0.5899476517778693
rank 2,Online-Y,0.3038836313336771
rank 3,Online-B,0.29664132396330206
rank 4,comet_bestmbr,0.2916954704258651
rank 5,bleu_bestmbr,0.29091705833851317
rank 6,chrf_bestmbr,0.2897174955147887
rank 7,Online-W,0.2748707675523514
rank 8,Lan-Bridge,0.271802201897151
rank 9,Online-G,0.268243253943168
rank 10,Online-A,0.26816050128301155
rank 11,PROMT,0.25902596134959177
rank 12,SRPOL,0.2588444439642212
rank 13,JDExploreAcademy,0.2588268335001632
rank 14,eTranslation,0.24216784823482124
rank 15,HuaweiTSC,0.24042360569725454
rank 16,M2M100_1.2B-B4,0.21273662949103647
rank 17,QUARTZ_TuneReranking,0.2071805430438294
