,System,Score
rank 1,refA,0.06095275594825399
rank 2,comet_bestmbr,0.03288320455239048
rank 3,Online-Y,0.029367400763962808
rank 4,Online-B,0.02357249341122274
rank 5,chrf_bestmbr,0.0200804783659237
rank 6,bleu_bestmbr,0.01949064833275916
rank 7,Online-W,0.01826358087611796
rank 8,Online-A,0.016824538608633862
rank 9,Online-G,0.01532743558074433
rank 10,SRPOL,0.014860136253484242
rank 11,JDExploreAcademy,0.011791362061697532
rank 12,PROMT,0.011366781912049385
rank 13,QUARTZ_TuneReranking,0.010543044882598092
rank 14,Lan-Bridge,0.009147229549551963
rank 15,eTranslation,0.0056137635369888006
rank 16,HuaweiTSC,0.004054957557151929
rank 17,M2M100_1.2B-B4,-0.0025569958903263906
