,System,Score
rank 1,refA,1.0
rank 2,refB,0.6245692515993871
rank 3,chrf_bestmbr,0.5411095312599844
rank 4,bleu_bestmbr,0.5310363503792815
rank 5,Online-G,0.5292243919520198
rank 6,LanguageX,0.5289489120442898
rank 7,bleurt_bestmbr,0.5260849494507791
rank 8,JDExploreAcademy,0.5223537093472495
rank 9,Online-B,0.5222491926079735
rank 10,Lan-Bridge,0.5166384085752407
rank 11,AISP-SJTU,0.5150910263210877
rank 12,HuaweiTSC,0.5117722478539632
rank 13,Online-Y,0.5112365602464276
rank 14,Online-A,0.5044957707190881
rank 15,Online-W,0.49082775055586736
rank 16,NiuTrans,0.4873016877968045
rank 17,DLUT,0.48226027300939633
rank 18,comet_bestmbr,0.4762721921473261
rank 19,M2M100_1.2B-B4,0.4391850796270158
rank 20,QUARTZ_TuneReranking,0.430177514922344
