,System,Score
rank 1,refA,2.0525322564214297
rank 2,comet_bestmbr,1.8038267316139909
rank 3,Online-G,1.775958948242541
rank 4,chrf_bestmbr,1.7694680928888147
rank 5,Online-W,1.7663423448726543
rank 6,JDExploreAcademy,1.752207448636524
rank 7,Online-B,1.7518811787389932
rank 8,bleu_bestmbr,1.7416534254086176
rank 9,Online-A,1.7358847496172987
rank 10,Online-Y,1.7358557011299491
rank 11,QUARTZ_TuneReranking,1.7250225855662373
rank 12,Lan-Bridge,1.7236714353771854
rank 13,SRPOL,1.716940952053882
rank 14,PROMT,1.6995642588586037
rank 15,eTranslation,1.6958065748588702
rank 16,HuaweiTSC,1.6892419434711967
rank 17,M2M100_1.2B-B4,1.6426366887814148
