,System,Score
rank 1,refB,0.028843440323196363
rank 2,comet_bestmbr,0.0047900192961698295
rank 3,bleurt_bestmbr,0.0038248079332809143
rank 4,refA,0.0019733035094476564
rank 5,chrf_bestmbr,0.0008208341653827476
rank 6,Online-W,0.0007743040987970692
rank 7,QUARTZ_TuneReranking,0.0005959517008751192
rank 8,Online-B,-1.5026752579821207e-05
rank 9,Online-Y,-0.00011650528598537515
rank 10,Lan-Bridge,-0.0003301540793308228
rank 11,bleu_bestmbr,-0.0005212665034936638
rank 12,JDExploreAcademy,-0.0008519539454082047
rank 13,Online-A,-0.0011834958462987797
rank 14,Online-G,-0.0012962653061817178
rank 15,OpenNMT,-0.0021939896102326334
rank 16,PROMT,-0.002921464114176201
rank 17,M2M100_1.2B-B4,-0.004423621010369876
