,System,Score
rank 1,refA,0.8978682056945415
rank 2,JDExploreAcademy,0.5432829838302997
rank 3,LanguageX,0.5300916338895209
rank 4,AISP-SJTU,0.518281798137111
rank 5,Online-G,0.517983263739269
rank 6,chrf_bestmbr,0.5161035519887502
rank 7,bleu_bestmbr,0.5145205710029345
rank 8,Online-B,0.5121998318758869
rank 9,bleurt_bestmbr,0.5119836087527729
rank 10,HuaweiTSC,0.5108299490277455
rank 11,Lan-Bridge,0.5062293855628908
rank 12,Online-Y,0.501164735533037
rank 13,Online-A,0.4952727544795933
rank 14,NiuTrans,0.4932003350436163
rank 15,DLUT,0.4870230321276517
rank 16,comet_bestmbr,0.48360408513176145
rank 17,Online-W,0.4772122665575272
rank 18,refB,0.47237902261329406
rank 19,QUARTZ_TuneReranking,0.4663549666178643
rank 20,M2M100_1.2B-B4,0.45791640501029507
