,System,Score
rank 1,refA,1.9012524401926034
rank 2,JDExploreAcademy,0.9845362015280439
rank 3,LanguageX,0.9395255999978551
rank 4,AISP-SJTU,0.9085241700835521
rank 5,Online-G,0.9029084868616987
rank 6,bleurt_bestmbr,0.8969413329640742
rank 7,bleu_bestmbr,0.895793618664512
rank 8,chrf_bestmbr,0.8892869515652907
rank 9,Online-B,0.8787953171839152
rank 10,HuaweiTSC,0.8772491772547145
rank 11,Lan-Bridge,0.8712315698911984
rank 12,Online-Y,0.8445731801938124
rank 13,Online-A,0.8149536542319862
rank 14,comet_bestmbr,0.8135897691328311
rank 15,NiuTrans,0.7973616167810338
rank 16,DLUT,0.7865688462984116
rank 17,Online-W,0.7443531696428188
rank 18,refB,0.733198470288029
rank 19,QUARTZ_TuneReranking,0.7029753416717032
rank 20,M2M100_1.2B-B4,0.691945874059083
