,System,Score
rank 1,refA,0.0028302927362809926
rank 2,comet_bestmbr,-0.14957452428628065
rank 3,bleurt_bestmbr,-0.1769901599787594
rank 4,refB,-0.19465674769894964
rank 5,chrf_bestmbr,-0.216298770596133
rank 6,bleu_bestmbr,-0.2185084980363851
rank 7,Online-G,-0.2202283469817179
rank 8,HuaweiTSC,-0.22352904758626146
rank 9,QUARTZ_TuneReranking,-0.22466628666515404
rank 10,LanguageX,-0.2280190156730128
rank 11,Online-Y,-0.22802926058749984
rank 12,AISP-SJTU,-0.2296916804675816
rank 13,Lan-Bridge,-0.23155063628214517
rank 14,Online-B,-0.23158100589907588
rank 15,DLUT,-0.2403028825401058
rank 16,JDExploreAcademy,-0.24225906774439288
rank 17,Online-W,-0.2465968188894455
rank 18,NiuTrans,-0.24807792783315247
rank 19,Online-A,-0.2610689481815994
rank 20,M2M100_1.2B-B4,-0.2807282319212324
