,System,Score
rank 1,refB,1.5310724051102966
rank 2,comet_bestmbr,1.0961363426431605
rank 3,bleurt_bestmbr,1.0808164931829158
rank 4,chrf_bestmbr,1.0651555938744905
rank 5,refA,1.0632069305302245
rank 6,Online-G,1.0526390829692323
rank 7,Online-Y,1.0399186152180597
rank 8,bleu_bestmbr,1.0397104579363636
rank 9,LanguageX,1.0387984012775204
rank 10,JDExploreAcademy,1.0299295285765129
rank 11,AISP-SJTU,1.0291963900135959
rank 12,HuaweiTSC,1.0282997851094147
rank 13,Online-B,1.023164464435993
rank 14,Lan-Bridge,1.021036460622219
rank 15,DLUT,1.0165784151431856
rank 16,QUARTZ_TuneReranking,1.0115406713421382
rank 17,Online-W,1.005407571768246
rank 18,Online-A,1.003656828390744
rank 19,NiuTrans,0.9976884035987339
rank 20,M2M100_1.2B-B4,0.950512431896626
