,System,Score
rank 1,refB,-0.008145912806961086
rank 2,comet_bestmbr,-0.15834516160815398
rank 3,bleurt_bestmbr,-0.17869657487055352
rank 4,chrf_bestmbr,-0.19253062860852055
rank 5,refA,-0.1936431684413023
rank 6,Online-G,-0.20028902266173276
rank 7,Online-Y,-0.2087807284868332
rank 8,bleu_bestmbr,-0.21031156360005837
rank 9,LanguageX,-0.2147138635954826
rank 10,HuaweiTSC,-0.21618276885365934
rank 11,QUARTZ_TuneReranking,-0.22124542049272658
rank 12,AISP-SJTU,-0.22200541029462928
rank 13,JDExploreAcademy,-0.22314224651696513
rank 14,Online-B,-0.2233601631580499
rank 15,DLUT,-0.22653239165383365
rank 16,Lan-Bridge,-0.22797103550006986
rank 17,Online-W,-0.2324852945190496
rank 18,Online-A,-0.23848318906814953
rank 19,NiuTrans,-0.24300794253138025
rank 20,M2M100_1.2B-B4,-0.27595865081895266
