,System,Score
rank 1,refB,0.5671593068065975
rank 2,refA,0.28845997365527154
rank 3,HuaweiTSC,0.215823732738557
rank 4,Online-G,0.198528422327243
rank 5,Online-W,0.19626570893848666
rank 6,LanguageX,0.19426606596278437
rank 7,Lan-Bridge,0.19284680637470952
rank 8,comet_bestmbr,0.19102935829683756
rank 9,AISP-SJTU,0.18961948381067595
rank 10,chrf_bestmbr,0.18895767147179954
rank 11,JDExploreAcademy,0.18699310528703816
rank 12,bleurt_bestmbr,0.1859295667624575
rank 13,Online-B,0.1804136696596291
rank 14,Online-Y,0.178979685569491
rank 15,Online-A,0.1785583349127951
rank 16,bleu_bestmbr,0.17521498469568592
rank 17,NiuTrans,0.17390641590519137
rank 18,DLUT,0.17038718560566743
rank 19,QUARTZ_TuneReranking,0.16418343660652315
rank 20,M2M100_1.2B-B4,0.16144440785861527
