,System,Score
rank 1,refA,1.0
rank 2,Online-G,0.5567149528887967
rank 3,chrf_bestmbr,0.5541825151894955
rank 4,Online-A,0.5536297363598485
rank 5,Online-Y,0.5493015612161052
rank 6,Online-W,0.5415270049716128
rank 7,Online-B,0.5373915348582159
rank 8,bleu_bestmbr,0.5368643042829717
rank 9,HuaweiTSC,0.5365832959028698
rank 10,JDExploreAcademy,0.5361302059154696
rank 11,SRPOL,0.5357663997954989
rank 12,PROMT,0.5355367403133586
rank 13,Lan-Bridge,0.5312243221035333
rank 14,comet_bestmbr,0.5276640837261358
rank 15,eTranslation,0.5270144684482598
rank 16,M2M100_1.2B-B4,0.5078364729758659
rank 17,QUARTZ_TuneReranking,0.49722613239957947
