,System,Score
rank 1,refA,1.0
rank 2,NiuTrans,0.6081256737049014
rank 3,SMU,0.5963635787204362
rank 4,refB,0.5955889966278894
rank 5,IIE-MT,0.5951429839578974
rank 6,metricsystem5,0.5938251177785812
rank 7,Facebook-AI,0.5916397184706106
rank 8,metricsystem1,0.5907678650687972
rank 9,Borderline,0.5850294844968613
rank 10,metricsystem3,0.5839423970974859
rank 11,metricsystem2,0.5827151100120475
rank 12,DIDI-NLP,0.5826517024919156
rank 13,MiSS,0.5782924354828483
rank 14,Online-W,0.5753058778768374
rank 15,metricsystem4,0.571384941211074
