,System,Score
rank 1,refA,0.28107150039625795
rank 2,comet_bestmbr,0.27061582003974005
rank 3,QUARTZ_TuneReranking,0.2699323287319154
rank 4,Online-W,0.2682642133013222
rank 5,chrf_bestmbr,0.26507754438542125
rank 6,Online-G,0.26452547941096294
rank 7,Online-B,0.26377656586310794
rank 8,JDExploreAcademy,0.263635065203114
rank 9,bleu_bestmbr,0.2626174079162814
rank 10,HuaweiTSC,0.26222233027015995
rank 11,Online-A,0.2609643383967721
rank 12,SRPOL,0.2597264498522295
rank 13,PROMT,0.2587636165489083
rank 14,eTranslation,0.258542721739829
rank 15,Online-Y,0.2582198580313823
rank 16,M2M100_1.2B-B4,0.2561416048413559
rank 17,Lan-Bridge,0.25201831686095155
