,System,Score
rank 1,refA,0.5941139666717614
rank 2,chrf_bestmbr,0.27670075707482245
rank 3,Online-B,0.27586774843117806
rank 4,bleu_bestmbr,0.2749044066485253
rank 5,Online-W,0.2729442581728286
rank 6,Online-G,0.27212731484906155
rank 7,comet_bestmbr,0.2704028575279457
rank 8,JDExploreAcademy,0.26960973339698113
rank 9,Online-A,0.26858345829840535
rank 10,HuaweiTSC,0.26498453001797845
rank 11,SRPOL,0.26318906699406847
rank 12,Online-Y,0.2628131303929301
rank 13,PROMT,0.2601754717467359
rank 14,Lan-Bridge,0.2600729158143101
rank 15,QUARTZ_TuneReranking,0.25972687675318284
rank 16,eTranslation,0.25924195623774077
rank 17,M2M100_1.2B-B4,0.2504416872817909
