,System,Score
rank 1,refA,0.2463633566843307
rank 2,QUARTZ_TuneReranking,0.18346870704903898
rank 3,comet_bestmbr,0.1834579882319143
rank 4,Online-W,0.18078034766909185
rank 5,chrf_bestmbr,0.17680917370532057
rank 6,Online-G,0.1767059005403829
rank 7,JDExploreAcademy,0.17629436685932057
rank 8,Online-B,0.1755991351050643
rank 9,HuaweiTSC,0.17489604572163758
rank 10,bleu_bestmbr,0.17431012392427264
rank 11,Online-A,0.17350952396673655
rank 12,SRPOL,0.1725668167609605
rank 13,PROMT,0.17217041756790946
rank 14,eTranslation,0.17158803483717958
rank 15,Online-Y,0.17106579524528726
rank 16,M2M100_1.2B-B4,0.1700102831453323
rank 17,Lan-Bridge,0.1661026853405362
