,System,Score
rank 1,refB,0.5052316309805959
rank 2,refA,0.26563853542568844
rank 3,JDExploreAcademy,0.21371880883030667
rank 4,LanguageX,0.21243626386257294
rank 5,AISP-SJTU,0.2104853050575001
rank 6,Online-G,0.21022340649308344
rank 7,chrf_bestmbr,0.2093958506641926
rank 8,bleurt_bestmbr,0.20923759318461882
rank 9,HuaweiTSC,0.2090765516524454
rank 10,bleu_bestmbr,0.20710891172089657
rank 11,Online-Y,0.20625151945951467
rank 12,Online-B,0.2043649149740718
rank 13,Online-A,0.2040883636903017
rank 14,DLUT,0.202659837206101
rank 15,Lan-Bridge,0.20224792149389942
rank 16,NiuTrans,0.20057773106140103
rank 17,comet_bestmbr,0.19876234802782664
rank 18,Online-W,0.19571055496556516
rank 19,M2M100_1.2B-B4,0.1875898763115384
rank 20,QUARTZ_TuneReranking,0.18353237083391538
