,System,Score
rank 1,refA,1.4397975153282665
rank 2,comet_bestmbr,1.0864852896880963
rank 3,bleurt_bestmbr,1.073437600519072
rank 4,QUARTZ_TuneReranking,1.057597496388037
rank 5,chrf_bestmbr,1.048014407323615
rank 6,DLUT,1.0290779066281317
rank 7,Online-Y,1.0290509609367904
rank 8,bleu_bestmbr,1.0238292285758952
rank 9,Online-G,1.0236303858405105
rank 10,HuaweiTSC,1.0202812931683334
rank 11,Online-B,1.0168089535359326
rank 12,LanguageX,1.0145208984689087
rank 13,AISP-SJTU,1.012986911297717
rank 14,Online-W,1.0116791630119355
rank 15,JDExploreAcademy,1.0100409085449484
rank 16,Online-A,1.0099773957981946
rank 17,NiuTrans,0.9921123960304066
rank 18,M2M100_1.2B-B4,0.9834856062768333
rank 19,Lan-Bridge,0.9811045765593163
rank 20,refB,0.9412868748774232
