,System,Score
rank 1,refA,0.7629667671786005
rank 2,refB,0.652435452887049
rank 3,chrf_bestmbr,0.6331544465080814
rank 4,Online-G,0.6316714450495036
rank 5,LanguageX,0.6301437041892225
rank 6,JDExploreAcademy,0.6282261710260524
rank 7,AISP-SJTU,0.6273876323907108
rank 8,bleurt_bestmbr,0.6262443605160379
rank 9,Online-Y,0.6260996669749972
rank 10,HuaweiTSC,0.625904842867324
rank 11,Online-B,0.6247490490068249
rank 12,Online-A,0.6245430309780693
rank 13,bleu_bestmbr,0.6236467248286081
rank 14,DLUT,0.622884944812762
rank 15,QUARTZ_TuneReranking,0.6198227290235584
rank 16,NiuTrans,0.618347597381246
rank 17,Lan-Bridge,0.617672276240457
rank 18,Online-W,0.6175594234167482
rank 19,comet_bestmbr,0.6067260681373142
rank 20,M2M100_1.2B-B4,0.6045704068805638
