,System,Score
rank 1,refB,0.7682808511562821
rank 2,chrf_bestmbr,0.6199462675299872
rank 3,refA,0.617295772112943
rank 4,Online-G,0.6162205357057783
rank 5,bleurt_bestmbr,0.6130397668394639
rank 6,LanguageX,0.6127831450387381
rank 7,JDExploreAcademy,0.6117166047060909
rank 8,AISP-SJTU,0.6103674334732989
rank 9,bleu_bestmbr,0.6100211393211205
rank 10,Online-B,0.6096465948463071
rank 11,HuaweiTSC,0.6093346618468679
rank 12,Online-Y,0.6091313927989296
rank 13,Online-A,0.6062974270801121
rank 14,NiuTrans,0.60514927084601
rank 15,Lan-Bridge,0.6046954364743429
rank 16,Online-W,0.604079239947869
rank 17,DLUT,0.6040623367296741
rank 18,comet_bestmbr,0.5972763551466368
rank 19,QUARTZ_TuneReranking,0.5967769487817511
rank 20,M2M100_1.2B-B4,0.5882519359712802
