,System,Score
rank 1,refB,2.2309923182829805
rank 2,refA,1.0447816585368792
rank 3,JDExploreAcademy,1.0024985978686414
rank 4,AISP-SJTU,0.9974941733440678
rank 5,bleurt_bestmbr,0.9974725846931267
rank 6,chrf_bestmbr,0.9957323730575904
rank 7,LanguageX,0.9944526429375089
rank 8,Online-G,0.9888134646745531
rank 9,bleu_bestmbr,0.9863991684811901
rank 10,Lan-Bridge,0.9729284828661564
rank 11,HuaweiTSC,0.9613673169112105
rank 12,Online-B,0.9610045901840336
rank 13,comet_bestmbr,0.9415655605683078
rank 14,Online-Y,0.9396930639264303
rank 15,Online-A,0.9212251575796426
rank 16,NiuTrans,0.9119505241648366
rank 17,DLUT,0.899746419432579
rank 18,Online-W,0.8755449423679438
rank 19,QUARTZ_TuneReranking,0.8193215181396352
rank 20,M2M100_1.2B-B4,0.8170946924785558
