,System,Score
rank 1,refA,0.29688633559694777
rank 2,comet_bestmbr,0.15662450939439154
rank 3,QUARTZ_TuneReranking,0.11719025075086215
rank 4,Online-W,0.10971062511736995
rank 5,Online-G,0.09408090711196995
rank 6,chrf_bestmbr,0.09209020503319654
rank 7,Online-Y,0.0899819930024297
rank 8,Online-B,0.08532220182369352
rank 9,bleu_bestmbr,0.0824941542076014
rank 10,Online-A,0.07823082754228655
rank 11,Lan-Bridge,0.07626027031134605
rank 12,JDExploreAcademy,0.07065158721130385
rank 13,HuaweiTSC,0.06954278536387787
rank 14,eTranslation,0.06029484201144897
rank 15,M2M100_1.2B-B4,0.05425178054779123
rank 16,PROMT,0.04959986154286028
rank 17,SRPOL,0.03451365522457661
