,System,Score
rank 1,refA,0.8197070091944394
rank 2,QUARTZ_TuneReranking,0.7693244842055684
rank 3,refB,0.702343211970703
rank 4,HuaweiTSC,0.6629917079671332
rank 5,comet_bestmbr,0.6461652949690395
rank 6,Online-W,0.643665734579337
rank 7,Online-G,0.6434057485126117
rank 8,AISP-SJTU,0.6429750050018052
rank 9,LanguageX,0.6378038314939634
rank 10,chrf_bestmbr,0.6355923979819253
rank 11,bleurt_bestmbr,0.6332554082080863
rank 12,Lan-Bridge,0.6323673303535674
rank 13,Online-A,0.6317980310966979
rank 14,JDExploreAcademy,0.6294343197777902
rank 15,Online-Y,0.6274433773275387
rank 16,NiuTrans,0.6228748585380505
rank 17,Online-B,0.6217698395436552
rank 18,DLUT,0.618680916871041
rank 19,bleu_bestmbr,0.6119669242294803
rank 20,M2M100_1.2B-B4,0.6010121471931587
